sample_id,fold,target,mahalanobis_distance,cosine_knn_distance
no_094d704894ade3c7,3,0,3.9278386430552086,0.688894213958895
no_0a36fbaeb53f88ba,3,0,4.3365710629621095,0.5197184846122527
no_0e26eb1cc143b940,3,0,3.360306357162837,0.5749384615230813
no_1baef946656a32a6,3,0,2.9917451903494063,0.7058117258304211
no_79d7586597473b15,3,0,3.772320877961334,0.6722120290125391
no_93572395500b0834,3,0,2.7039681805751656,0.7406255106865075
no_97b98afb01833015,3,0,3.8080465203320495,0.5855383670972147
no_9f1843e9d1a4ed47,3,0,3.2323050680360166,0.5283395181850262
no_a638ba6f81ce54a1,3,0,2.932323646252857,0.5219359076976687
no_bfcce139b2b99288,3,0,4.236065812424726,0.644337151607355
no_cadc69402b71fdaf,3,0,3.1751847662084383,0.6739577707850344
no_d65b09e2ad414b8c,3,0,3.429144674217551,0.6852447436331227
no_d8534287064d8160,3,0,3.5416753727904484,0.5689088041334521
no_e4d9d83f89339366,3,0,3.294471684717776,0.48358375864293934
no_fab9adae37e0a120,3,0,5.4959691240196795,0.5845949952605907
yes_065946b4f95b37ca,3,1,3.5200989454242695,0.7123136066701823
yes_2760d25b58a26198,3,1,3.59458446336037,0.64137629576959
yes_29a0dca969e7ab80,3,1,3.1534540472967763,0.6702458045573576
yes_3b6e1cdd42dc80c6,3,1,4.019887453382897,0.635854181146071
yes_41875c6939d7ee37,3,1,2.821973256473097,0.5866426238463001
yes_46472abac1ff15e3,3,1,3.9855092921123205,0.5751103171817602
yes_47ef81df4154ea0c,3,1,3.7715085267641912,0.6583099085564964
yes_58b1e2bdfe9808ed,3,1,3.4914351379389563,0.6383078390119812
yes_66147a7d68e48060,3,1,5.079361698571428,0.6173612960000913
yes_72814f8ef18fc32e,3,1,4.119780057207524,0.7052691722030844
yes_76b82eab2be11768,3,1,2.631667554049771,0.6903786344730706
yes_7c56acddf6dd78be,3,1,3.7589491470002865,0.5196956946201678
yes_8f1834021d381e2c,3,1,5.19324774134371,0.5161954124489427
yes_91d3a5eb7904a869,3,1,5.049454185450374,0.6603707470338323
yes_a52bf95251106e51,3,1,4.660429930682157,0.5493438686472786
yes_a710082857d3c289,3,1,4.156008204322965,0.5857794069270976
yes_a811436248b91154,3,1,3.5706628643610454,0.6446494910889585
yes_abaeb9ec13519757,3,1,3.8441643657417908,0.6243957080172023
yes_ade22fa7958f1d0a,3,1,4.406403420777466,0.5721557140719352
yes_b26bd519d43545c0,3,1,4.026670309294838,0.5288426442121653
yes_bb935cc3d5fcee46,3,1,4.0075223088736545,0.741742853425783
yes_dcc31f03c9b97631,3,1,6.2137863209063156,0.4339402006835621
yes_ded0746adccbdec2,3,1,3.775493542655071,0.5566235267535942
yes_e720f125defd3a59,3,1,3.8243557411594895,0.5327914557347143
yes_feb7111720d9d553,3,1,3.8757535292273846,0.6301783447547231
