sample_id,fold,target,mahalanobis_distance,cosine_knn_distance
no_0975f3c288be418a,1,0,2.942844596923533,0.39213189922322633
no_10546b7ed6867429,1,0,4.8856001133055615,0.6247266226980139
no_111aeacdd05f0a5d,1,0,2.243279102122634,0.6347079553710605
no_1a7acec452891038,1,0,3.8884198295921046,0.6614074054866916
no_3163618e3155c4d9,1,0,3.533944370585162,0.6941590298102454
no_3b098b0d2bee33d7,1,0,2.616241713133862,0.5317875784954791
no_4e5a4979e0026611,1,0,2.899558792648592,0.4815963393612164
no_5cf2ebb7d8f93d79,1,0,2.8641688339834346,0.5516600547135792
no_85d9aedf6609d558,1,0,3.963911851387964,0.31007634843898835
no_958591875ea6906d,1,0,3.540917146308394,0.5661031096373595
no_c9687992fb9b08ab,1,0,2.698621398278175,0.5914001439978921
no_d7c5a293e3a86973,1,0,3.0097578979832886,0.5713165872184767
no_e5c87d653a311de0,1,0,3.169587868735181,0.3662202763201501
no_f0b66b2ec894464a,1,0,3.6827008939039887,0.5110537806410019
no_f215d878500f122a,1,0,2.2515294319097148,0.5152092045666559
yes_0ec537e621f0f4d0,1,1,4.403823944022873,0.6035603281206099
yes_156ecc9571f09415,1,1,3.6107264515938766,0.6454881369954653
yes_234a90d917bf3e4a,1,1,4.102280515003515,0.6652349036075282
yes_3c09eb1b78644267,1,1,4.403916096093055,0.5973449903081909
yes_4701c1a80ad7fb1a,1,1,3.935781436834628,0.6756302974208318
yes_599db29f5d7660df,1,1,4.44729206154312,0.5879946888771338
yes_6d94988b43d92df8,1,1,4.286716988679401,0.6822299343679029
yes_7a2b0e735ffe47bf,1,1,3.1482906873111,0.6500590596924757
yes_80b55144133cf5dd,1,1,3.6934878270325173,0.6516999625654285
yes_839960129c2d2391,1,1,4.2967536994909015,0.7106358005181223
yes_86c524a536b573b0,1,1,4.8373680980114395,0.6643447609685481
yes_8982b5de68ff551f,1,1,4.444474941889268,0.5801574997736164
yes_a4bb0592d8506207,1,1,4.648929088367665,0.671326139136148
yes_a782a621062fc811,1,1,3.2842049962512725,0.6226955958744377
yes_a89a5d4ea98af15a,1,1,3.3191078284877165,0.7321059504495792
yes_b0d3c2da527816a2,1,1,3.6599551909087924,0.599612229265737
yes_bc6792d845a930da,1,1,4.080406231203434,0.6471438152038985
yes_d9f1ab1674e26c52,1,1,4.796377037889948,0.5157724999002486
yes_e1bc386b0834dc6d,1,1,4.250418866281184,0.6762240432218489
yes_f010698cbecf8c85,1,1,3.71683187718177,0.5890450742932565
yes_f23446d4245ca399,1,1,5.160263119820149,0.4576096603289692
yes_f71bc49ecd44121e,1,1,4.272467714578947,0.7140920266663645
yes_f81cb097ee26c6ff,1,1,4.177353423276142,0.6259069637895476
yes_ff10ebea461d8636,1,1,2.868588775003469,0.6454395887354061
