global_epoch,stage,train_loss,val_loss,train_roc_auc,val_roc_auc,val_sensitivity_at_0_5,val_specificity_at_0_5,val_f1_at_0_5
1,warmup,0.5208488457565066,0.4711097709834576,0.5785223367697594,0.7916666666666667,0.75,0.6666666666666666,0.7659574468085106
2,warmup,0.47181841617898096,0.4351994745433331,0.7482817869415808,0.8500000000000001,0.6666666666666666,0.8666666666666667,0.7619047619047619
3,warmup,0.4713687572298171,0.43426253497600553,0.7295532646048111,0.8555555555555555,0.625,0.7333333333333333,0.6976744186046512
4,warmup,0.4660905914593346,0.4139227904379368,0.7405498281786942,0.8638888888888889,0.6666666666666666,0.8,0.7441860465116279
5,warmup,0.4523951718701592,0.4384199626743793,0.7664948453608247,0.836111111111111,0.5833333333333334,0.8,0.6829268292682927
6,finetune,0.4472572988347162,0.4226072013378143,0.7903780068728522,0.8444444444444444,0.5833333333333334,0.7333333333333333,0.6666666666666666
7,finetune,0.4193706652031669,0.4040233246982098,0.8450171821305842,0.8666666666666667,0.625,0.8,0.7142857142857143
8,finetune,0.4312235026419917,0.39219982996582986,0.8170103092783505,0.8583333333333334,0.6666666666666666,0.7333333333333333,0.7272727272727273
9,finetune,0.3986429481566707,0.3874560698866844,0.8503436426116838,0.9,0.5,0.9333333333333333,0.6486486486486487
10,finetune,0.4110967009505139,0.36641081646084783,0.8319587628865979,0.8944444444444444,0.7916666666666666,0.8,0.8260869565217391
11,finetune,0.40223051277519783,0.3581901889294386,0.8381443298969072,0.9111111111111111,0.7083333333333334,0.8666666666666667,0.7906976744186046
12,finetune,0.3815066003346745,0.3636333607137203,0.8666666666666667,0.9083333333333333,0.6666666666666666,0.9333333333333333,0.7804878048780488
13,finetune,0.37582314514283893,0.3537727311253548,0.8652920962199313,0.8972222222222223,0.7083333333333334,0.8,0.7727272727272727
14,finetune,0.376539268448383,0.3457589380443096,0.8620274914089346,0.8999999999999999,0.75,0.8666666666666667,0.8181818181818182
15,finetune,0.37478121841632867,0.3516219096258283,0.8632302405498281,0.9027777777777778,0.75,0.8,0.8
16,finetune,0.3922520198776752,0.35347034186124804,0.8340206185567011,0.8944444444444444,0.7083333333333334,0.8,0.7727272727272727
