sample_id,class_name,target,fold,temperature,T_low,T_high,tta_count,probability_mean,probability_std,probability_min,probability_max,probability_range,predictive_entropy_mean_probability,mean_three_band_state,tta_unique_state_count,tta_states_seen,band_instability,crosses_T_low,crosses_T_high,raw_identity,calibrated_identity,raw_rotate_minus_3,calibrated_rotate_minus_3,raw_rotate_plus_3,calibrated_rotate_plus_3,raw_translate_left_2pct,calibrated_translate_left_2pct,raw_translate_right_2pct,calibrated_translate_right_2pct,raw_translate_up_2pct,calibrated_translate_up_2pct,raw_translate_down_2pct,calibrated_translate_down_2pct
no_094d704894ade3c7,no,0,3,0.6128374685894065,0.13,0.57,7,0.24858076256955405,0.10517751964950299,0.1347677765555976,0.4117494294852972,0.27698165292969956,0.5607705748455216,INDETERMINATE,1,INDETERMINATE,False,False,False,0.38590726256370544,0.3190742405527705,0.2528457045555115,0.14579211213929885,0.3178774416446686,0.22340805965931856,0.41061925888061523,0.35669780086594555,0.4455610513687134,0.4117494294852972,0.24240529537200928,0.1347677765555976,0.25542202591896057,0.14857591872865028
no_0a36fbaeb53f88ba,no,0,3,0.6128374685894065,0.13,0.57,7,0.05489356944052729,0.02118057912802283,0.03486167259550232,0.10400612471460319,0.06914445211910086,0.21267941554420242,GBM_NOT_SUSPECTED,1,GBM_NOT_SUSPECTED,False,False,False,0.1323004812002182,0.04440620867350588,0.15239010751247406,0.057321367031580375,0.21086229383945465,0.10400612471460319,0.11556030809879303,0.03486167259550232,0.12721547484397888,0.04139010641526335,0.14228497445583344,0.05062548875964429,0.1438622623682022,0.051644017893591646
no_0e26eb1cc143b940,no,0,3,0.6128374685894065,0.13,0.57,7,0.18394175973540586,0.05966801731203291,0.11131627770898518,0.29079639525914264,0.17948011755015747,0.4773182270072476,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.25170883536338806,0.14457163128600056,0.3667101562023163,0.29079639525914264,0.33993855118751526,0.2529803154401003,0.2725584805011749,0.16772168161740614,0.27979227900505066,0.17612705295061043,0.2187291532754898,0.11131627770898518,0.25124862790107727,0.14407896388559596
no_1baef946656a32a6,no,0,3,0.6128374685894065,0.13,0.57,7,0.23021125482312943,0.0564047575269926,0.13575037791271038,0.30061244830570866,0.16486207039299827,0.539531477095876,INDETERMINATE,1,INDETERMINATE,False,False,False,0.29073846340179443,0.18920278518386857,0.2433520257472992,0.13575037791271038,0.3498573899269104,0.26675628457900413,0.3734441101551056,0.30061244830570866,0.307025671005249,0.20943271169904895,0.3716803193092346,0.298030262650526,0.30880221724510193,0.21169391343103947
no_79d7586597473b15,no,0,3,0.6128374685894065,0.13,0.57,7,0.1464185927332087,0.01246540049800208,0.12225830123968623,0.1599168850488195,0.037658583809133284,0.4164461412477165,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.2547594904899597,0.1478576422796945,0.26568955183029175,0.1599168850488195,0.26239868998527527,0.15623926176486178,0.2435457557439804,0.13595186965039446,0.263131320476532,0.1570545230699407,0.23004887998104095,0.12225830123968623,0.2527151107788086,0.14565166607906355
no_93572395500b0834,no,0,3,0.6128374685894065,0.13,0.57,7,0.385019800700999,0.20216993077251583,0.22316480436190475,0.8063143409484399,0.5831495365865351,0.6664681739836207,INDETERMINATE,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.34176376461982727,0.255493692852973,0.5399538278579712,0.564964794314336,0.7055880427360535,0.8063143409484399,0.3403817415237427,0.2535896940906063,0.3176910877227783,0.22316480436190475,0.3742917478084564,0.3018561506250243,0.36599111557006836,0.28975512771370837
no_97b98afb01833015,no,0,3,0.6128374685894065,0.13,0.57,7,0.12077787344752282,0.023818418728028194,0.09255827290225589,0.16825992153145064,0.07570164862919475,0.36847199012689086,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.21432356536388397,0.10719262417839552,0.23236657679080963,0.12455993361920184,0.19797804951667786,0.09255827290225589,0.20927192270755768,0.1025577514723547,0.24589645862579346,0.1384081460282633,0.27302664518356323,0.16825992153145064,0.2193552553653717,0.11190846440073801
no_9f1843e9d1a4ed47,no,0,3,0.6128374685894065,0.13,0.57,7,0.11711728421670566,0.03006159530980055,0.06898816774281236,0.1637551216351354,0.09476695389232304,0.3611417590661615,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.24562446773052216,0.13812286363541618,0.18613940477371216,0.08261654219729037,0.2217072993516922,0.1141467554340777,0.2690865993499756,0.1637551216351354,0.16870829463005066,0.06898816774281236,0.2379072606563568,0.13014613082996482,0.2298334389925003,0.12204540804224276
no_a638ba6f81ce54a1,no,0,3,0.6128374685894065,0.13,0.57,7,0.10227058015416501,0.010874621321620832,0.08599332725930073,0.11857685867923448,0.03258353141993375,0.33004349655808635,GBM_NOT_SUSPECTED,1,GBM_NOT_SUSPECTED,False,False,False,0.21940192580223083,0.11195266798395091,0.2111162692308426,0.1042383423223727,0.19023512303829193,0.08599332725930073,0.21573223173618317,0.10850289288561007,0.19910575449466705,0.09353415734093892,0.1985999345779419,0.09309581460774716,0.22629739344120026,0.11857685867923448
no_bfcce139b2b99288,no,0,3,0.6128374685894065,0.13,0.57,7,0.6229751269800097,0.06666340885366255,0.514766753350282,0.7252077937888937,0.21044104043861167,0.6625888545436847,GBM_SUSPECTED,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.6053126454353333,0.6677045895634619,0.5090512633323669,0.514766753350282,0.6444482803344727,0.7252077937888937,0.6123446822166443,0.678307203824397,0.5708585977554321,0.6143487439094775,0.5438989400863647,0.5713273452442524,0.555009663105011,0.5891634591793028
no_cadc69402b71fdaf,no,0,3,0.6128374685894065,0.13,0.57,7,0.1131442941051981,0.03960949630538022,0.0777519944308278,0.17523386205004518,0.09748186761921739,0.35303916415629993,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.19321945309638977,0.08849558474960124,0.18009193241596222,0.0777519944308278,0.18870358169078827,0.08472285438733772,0.2755667567253113,0.17119414393824425,0.27903124690055847,0.17523386205004518,0.22202380001544952,0.11444959420012749,0.18311052024364471,0.08016202498020304
no_d65b09e2ad414b8c,no,0,3,0.6128374685894065,0.13,0.57,7,0.19435101938768495,0.08313316984369196,0.09770950273438117,0.35075044919090237,0.2530409464565212,0.4924708366367018,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.22329625487327576,0.11567105744696307,0.2749558687210083,0.17048633235028676,0.40676623582839966,0.35075044919090237,0.3407171666622162,0.2540512855959454,0.32382315397262573,0.23122794958705084,0.24794001877307892,0.14056055880826493,0.20386682450771332,0.09770950273438117
no_d8534287064d8160,no,0,3,0.6128374685894065,0.13,0.57,7,0.03241463909486673,0.005087533345026379,0.026260518691929653,0.03933825465652295,0.013077735964593298,0.1430380163944347,GBM_NOT_SUSPECTED,1,GBM_NOT_SUSPECTED,False,False,False,0.11562731117010117,0.03489767378853562,0.09881049394607544,0.026416071892822125,0.10126318037509918,0.027583798972735836,0.11662250012159348,0.035434476434198274,0.11943329870700836,0.03697167922732258,0.0984799712896347,0.026260518691929653,0.12365373224020004,0.03933825465652295
no_e4d9d83f89339366,no,0,3,0.6128374685894065,0.13,0.57,7,0.05251333531892458,0.011937636753966268,0.03694337520430902,0.06802785320532607,0.031084478001017053,0.20585014228581908,GBM_NOT_SUSPECTED,1,GBM_NOT_SUSPECTED,False,False,False,0.12378674745559692,0.03941398303757811,0.16741883754730225,0.06802785320532607,0.1508604884147644,0.056281844319474,0.11938205361366272,0.03694337520430902,0.1298045665025711,0.04291303971668895,0.15148435533046722,0.05670470270488523,0.16644714772701263,0.06730854904421069
