sample_id,class_name,target,fold,temperature,T_low,T_high,tta_count,probability_mean,probability_std,probability_min,probability_max,probability_range,predictive_entropy_mean_probability,mean_three_band_state,tta_unique_state_count,tta_states_seen,band_instability,crosses_T_low,crosses_T_high,raw_identity,calibrated_identity,raw_rotate_minus_3,calibrated_rotate_minus_3,raw_rotate_plus_3,calibrated_rotate_plus_3,raw_translate_left_2pct,calibrated_translate_left_2pct,raw_translate_right_2pct,calibrated_translate_right_2pct,raw_translate_up_2pct,calibrated_translate_up_2pct,raw_translate_down_2pct,calibrated_translate_down_2pct,above_std_q95,above_range_q95,above_entropy_q95,engineering_uncertainty_candidate
no_42c0923d95ea398b,no,0,0,0.6907094023322218,0.13,0.57,7,0.47796453674306766,0.07269411137784287,0.3647985799460725,0.5716443368006774,0.20684575685460488,0.6921757426734267,INDETERMINATE,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.5331613421440125,0.5479334777235318,0.48377710580825806,0.4765217384749036,0.5211786031723022,0.5306420128089799,0.4743513762950897,0.46290193813507097,0.5496640205383301,0.5716443368006774,0.42429593205451965,0.39130967331223776,0.405387818813324,0.3647985799460725,False,False,True,True
no_744e69af8593f89a,no,0,0,0.6907094023322218,0.13,0.57,7,0.12355027398562156,0.013655335486956289,0.09731246729851029,0.13824938385005034,0.040936916551540053,0.3739394848677576,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.20010830461978912,0.11856614695015934,0.21181774139404297,0.12983747630367165,0.2140463888645172,0.1320282070419279,0.19412276148796082,0.11296176322148717,0.17675049602985382,0.09731246729851029,0.21794646978378296,0.13589647323354415,0.2202974557876587,0.13824938385005034,False,False,False,True
no_ab01efa9ce7ad51d,no,0,0,0.6907094023322218,0.13,0.57,7,0.14395551298711645,0.013472858532488526,0.12834875993345884,0.17333186716685686,0.04498310723339802,0.4120794176463761,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.2266312688589096,0.14466662187728282,0.22589550912380219,0.14391534853222926,0.2536909580230713,0.17333186716685686,0.21750198304653168,0.13545340223416172,0.21696367859840393,0.1349175719442772,0.2289605289697647,0.14705501922154837,0.21029481291770935,0.12834875993345884,False,False,False,True
no_c8280173142dbe05,no,0,0,0.6907094023322218,0.13,0.57,7,0.12436349813241232,0.027491822723936202,0.1025453294586484,0.17810136428689327,0.07555603482824487,0.3755297310668818,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.200436532497406,0.11887657349259227,0.18898802995681763,0.10824009273520764,0.184013232588768,0.10374212231803681,0.2580215334892273,0.17810136428689327,0.2352553904056549,0.15358536020060032,0.18591609597206116,0.1054536444349076,0.18267522752285004,0.1025453294586484,False,False,False,True
yes_0f86705620b9fafe,yes,1,0,0.6907094023322218,0.13,0.57,7,0.6184324818694337,0.0714641877231814,0.4811194619633861,0.7055219542588239,0.2244024922954378,0.6648262904610056,GBM_SUSPECTED,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.646455705165863,0.7055219542588239,0.48695579171180725,0.4811194619633861,0.5557445287704468,0.5803407603584043,0.5830984115600586,0.6191025757944172,0.5615196824073792,0.5885765160968948,0.6294201016426086,0.6828576991028004,0.6210171580314636,0.671508405511309,False,False,False,True
yes_6a069b3d733eb11d,yes,1,0,0.6907094023322218,0.13,0.57,7,0.6697036405833005,0.11538716776621599,0.5094688839556079,0.8659875468748087,0.35651866291920087,0.6343883144349847,GBM_SUSPECTED,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.5652177333831787,0.5938368159934913,0.708780825138092,0.7837683553460518,0.7839475274085999,0.8659875468748087,0.5487602353096008,0.5703496892998742,0.5065406560897827,0.5094688839556079,0.625495970249176,0.6775709501768687,0.6324648857116699,0.6869432424364013,False,False,False,True
yes_be61ffcce791d840,yes,1,0,0.6907094023322218,0.13,0.57,7,0.5854445773564977,0.10471941741242866,0.49002781472218027,0.8352673734754973,0.345239558753317,0.678473717128395,GBM_SUSPECTED,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.5427917242050171,0.56178779147136,0.5478396415710449,0.5690304482055161,0.7542329430580139,0.8352673734754973,0.49311164021492004,0.49002781472218027,0.5317984819412231,0.5459694588887972,0.5369555950164795,0.5533971742882633,0.5294837355613708,0.54263198044387,False,False,False,True
yes_d977825f239ece41,yes,1,0,0.6907094023322218,0.13,0.57,7,0.5559273410393256,0.08617874417418438,0.39964436599432446,0.6956697703893105,0.2960254043949861,0.6868783351440078,INDETERMINATE,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.6390058994293213,0.6956697703893105,0.5610495209693909,0.5879069649648583,0.43018847703933716,0.39964436599432446,0.5335797071456909,0.5485362289927397,0.5843769907951355,0.6208974020089013,0.5093020796775818,0.5134657258575808,0.5175318121910095,0.5253709290675644,False,False,True,True
yes_f0a9643903d4281c,yes,1,0,0.6907094023322218,0.13,0.57,7,0.13845451319874058,0.03055544965583705,0.11252128804155616,0.2077403009551379,0.09521901291358174,0.40214802850468556,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.22091571986675262,0.13887077656226549,0.22857974469661713,0.14666352768817922,0.28402480483055115,0.2077403009551379,0.19364739954471588,0.11252128804155616,0.20574986934661865,0.12394623044498425,0.19449003040790558,0.11330254516660933,0.20801924169063568,0.12613692353245176,False,False,False,True
no_0975f3c288be418a,no,0,1,0.6917205930197166,0.13,0.57,7,0.13793041021627778,0.008931742804563419,0.12629270855238814,0.14998252473582654,0.023689816183438406,0.40118871816618573,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.22925110161304474,0.14767675717921672,0.22495919466018677,0.1432825677574531,0.22096720337867737,0.13924188824061562,0.2135433554649353,0.1318479827040632,0.20785781741142273,0.12629270855238814,0.20878109335899353,0.12718844234438112,0.23148338496685028,0.14998252473582654,False,False,False,True
