global_epoch,stage,train_loss,val_loss,train_roc_auc,val_roc_auc,val_sensitivity_at_0_5,val_specificity_at_0_5,val_f1_at_0_5
1,warmup,0.5162473034255112,0.4505363367497921,0.6118556701030928,0.8833333333333333,0.875,0.7333333333333333,0.8571428571428571
2,warmup,0.47397450442555583,0.4178324371576309,0.7326460481099656,0.9194444444444444,0.7916666666666666,0.8666666666666667,0.8444444444444444
3,warmup,0.48781979385810564,0.43368240222334864,0.6932989690721649,0.8722222222222222,0.5833333333333334,1.0,0.7368421052631579
4,warmup,0.46263241560398777,0.40302930027246475,0.7482817869415808,0.9055555555555556,0.7916666666666666,0.8,0.8260869565217391
5,warmup,0.45474724282946766,0.41457141786813734,0.75893470790378,0.9055555555555556,0.7083333333333334,0.9333333333333333,0.8095238095238095
6,finetune,0.4734296934514106,0.4168730840086937,0.7445017182130584,0.8944444444444445,0.7083333333333334,0.8666666666666667,0.7906976744186046
7,finetune,0.4359277186891701,0.41764144524931907,0.8015463917525772,0.8888888888888888,0.75,0.8,0.8
8,finetune,0.4398746379191362,0.4053372792899609,0.8036082474226804,0.9027777777777778,0.75,0.8666666666666667,0.8181818181818182
9,finetune,0.4175302008096176,0.3974502369761467,0.8262886597938145,0.9111111111111111,0.75,0.8666666666666667,0.8181818181818182
10,finetune,0.4154876644098306,0.37451588846743106,0.8281786941580755,0.9194444444444445,0.875,0.7333333333333333,0.8571428571428571
11,finetune,0.4216366231064253,0.3647103540599346,0.8116838487972509,0.9194444444444444,0.8333333333333334,0.8,0.851063829787234
12,finetune,0.3998039778840693,0.3644357923418283,0.8446735395189003,0.9222222222222222,0.8333333333333334,0.9333333333333333,0.8888888888888888
13,finetune,0.3952444343815876,0.3588062446564436,0.8360824742268042,0.9388888888888889,0.7083333333333334,0.9333333333333333,0.8095238095238095
14,finetune,0.38786188909147357,0.3460187740623951,0.852233676975945,0.9333333333333333,0.8333333333333334,0.8,0.851063829787234
15,finetune,0.3786256452904472,0.33692633025348184,0.8687285223367697,0.9444444444444444,0.875,0.8,0.875
16,finetune,0.40263192846050744,0.34231876470148564,0.8197594501718214,0.9444444444444444,0.875,0.8666666666666667,0.8936170212765957
17,finetune,0.38651965426493295,0.34395072124898435,0.8472508591065292,0.9388888888888889,0.7916666666666666,0.8666666666666667,0.8444444444444444
18,finetune,0.39900148254406603,0.35580509826540946,0.8353951890034365,0.9388888888888889,0.6666666666666666,1.0,0.8
19,finetune,0.3810788385475738,0.3512853492051363,0.8651202749140894,0.9388888888888889,0.875,0.8666666666666667,0.8936170212765957
20,finetune,0.38613063502538053,0.33395408019423484,0.8542955326460482,0.9444444444444444,0.875,0.9333333333333333,0.9130434782608695
