global_epoch,stage,train_loss,val_loss,train_roc_auc,val_roc_auc,val_sensitivity_at_0_5,val_specificity_at_0_5,val_f1_at_0_5
1,warmup,0.5113878344433217,0.4664481446146965,0.6352233676975945,0.8277777777777778,0.9166666666666666,0.5333333333333333,0.8301886792452831
2,warmup,0.4594660486224331,0.4395281672477722,0.772680412371134,0.8027777777777778,0.8333333333333334,0.6,0.8
3,warmup,0.4679655917460405,0.44323076084256174,0.736254295532646,0.813888888888889,0.7916666666666666,0.6666666666666666,0.7916666666666666
4,warmup,0.4496182431525822,0.4307961776852608,0.7697594501718213,0.8111111111111111,0.8333333333333334,0.6,0.8
5,warmup,0.4491346627473831,0.4346634328365326,0.765807560137457,0.7888888888888889,0.7083333333333334,0.6666666666666666,0.7391304347826086
6,finetune,0.48171183881880364,0.4711776450276375,0.7575601374570446,0.7694444444444445,0.6666666666666666,0.6666666666666666,0.7111111111111111
7,finetune,0.46080530104757866,0.45492738410830497,0.7797250859106529,0.8111111111111111,0.8333333333333334,0.6666666666666666,0.8163265306122449
8,finetune,0.45558268586291545,0.4472080759704113,0.7963917525773195,0.8194444444444444,0.8333333333333334,0.6666666666666666,0.8163265306122449
9,finetune,0.4328049913614611,0.43854258507490157,0.8261168384879725,0.8138888888888889,0.7083333333333334,0.7333333333333333,0.7555555555555555
10,finetune,0.43318681569793555,0.4178301155567169,0.8171821305841924,0.8527777777777777,0.9166666666666666,0.6666666666666666,0.8627450980392157
11,finetune,0.4321732023094274,0.416389150172472,0.7993127147766323,0.8416666666666667,0.7916666666666666,0.6666666666666666,0.7916666666666666
12,finetune,0.4189665972054759,0.42541350424289703,0.8288659793814434,0.8138888888888889,0.625,0.7333333333333333,0.6976744186046512
13,finetune,0.395559391266183,0.4057817444205284,0.8520618556701031,0.8555555555555556,0.75,0.8,0.8
14,finetune,0.4015218874887575,0.39735950380563734,0.8422680412371134,0.8500000000000001,0.7916666666666666,0.6666666666666666,0.7916666666666666
15,finetune,0.39509880957724175,0.39998374357819555,0.85446735395189,0.8638888888888889,0.9583333333333334,0.6,0.8679245283018868
16,finetune,0.41936552901811236,0.38815461546182634,0.802405498281787,0.8666666666666667,0.7916666666666666,0.6666666666666666,0.7916666666666666
17,finetune,0.4081974870796445,0.38871837258338926,0.8278350515463918,0.8611111111111112,0.8333333333333334,0.7333333333333333,0.8333333333333334
18,finetune,0.3894901364287244,0.40127775371074675,0.8618556701030928,0.8583333333333334,0.6666666666666666,0.8,0.7441860465116279
19,finetune,0.40257518483868127,0.3821175411343575,0.827147766323024,0.8833333333333333,0.875,0.6666666666666666,0.84
20,finetune,0.4043633783165413,0.39516341462731364,0.8348797250859107,0.8555555555555556,0.8333333333333334,0.7333333333333333,0.8333333333333334
